Identifier,Description,Source,Publisher,Year,Topic
WB_ne_gdi_ftot_cn,Gross fixed capital formation (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_ftot_kd,Gross fixed capital formation (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_ftot_kd_zg,Gross fixed capital formation (annual % growth),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_ftot_kn,Gross fixed capital formation (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_ftot_zs,Gross fixed capital formation (% of GDP),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_stkb_cd,Changes in inventories (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_stkb_cn,Changes in inventories (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_stkb_kn,Changes in inventories (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_cd,Gross capital formation (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_cn,Gross capital formation (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_kd,Gross capital formation (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_kd_zg,Gross capital formation (annual % growth),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_kn,Gross capital formation (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_gdi_totl_zs,Gross capital formation (% of GDP),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_cd,Imports of goods and services (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_cn,Imports of goods and services (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_kd,Imports of goods and services (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_kd_zg,Imports of goods and services (annual % growth),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_kn,Imports of goods and services (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_imp_gnfs_zs,Imports of goods and services (% of GDP),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_rsb_gnfs_cd,External balance on goods and services (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_rsb_gnfs_cn,External balance on goods and services (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_rsb_gnfs_kn,External balance on goods and services (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_rsb_gnfs_zs,External balance on goods and services (% of GDP),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ne_trd_gnfs_zs,Trade (% of GDP),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_agr_totl_cn,"Agriculture, forestry, and fishing, value added (current LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_agr_totl_kd,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_agr_totl_kd_zg,"Agriculture, forestry, and fishing, value added (annual % growth)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_agr_totl_kn,"Agriculture, forestry, and fishing, value added (constant LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_fsm_totl_cn,Financial intermediary services indirectly Measured (FISIM) (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_fsm_totl_kn,Financial intermediary services indirectly Measured (FISIM) (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_cd,"Manufacturing, value added (current US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_cn,"Manufacturing, value added (current LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_kd,"Manufacturing, value added (constant 2010 US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_kd_zg,"Manufacturing, value added (annual % growth)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_kn,"Manufacturing, value added (constant LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_manf_zs,"Manufacturing, value added (% of GDP)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_cd,"Industry (including construction), value added (current US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_cn,"Industry (including construction), value added (current LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_kd,"Industry (including construction), value added (constant 2010 US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_kd_zg,"Industry (including construction), value added (annual % growth)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_kn,"Industry (including construction), value added (constant LCU)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_ind_totl_zs,"Industry (including construction), value added (% of GDP)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_mnf_chem_zs_un,Chemicals (% of value added in manufacturing),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_mnf_fbto_zs_un,"Food, beverages and tobacco (% of value added in manufacturing)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_mnf_mtrn_zs_un,Machinery and transport equipment (% of value added in manufacturing),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_mnf_othr_zs_un,Other manufacturing (% of value added in manufacturing),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_mnf_txtl_zs_un,Textiles and clothing (% of value added in manufacturing),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_srv_totl_kd,"Services, value added (constant 2010 US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_srv_totl_kd_zg,"Services, value added (annual % growth)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_nv_srv_totl_zs,"Services, value added (% of GDP)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_aedu_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_aedu_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dco2_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dco2_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dfor_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dfor_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dkap_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dkap_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dmin_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dmin_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dngy_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dngy_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dpem_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dpem_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_dres_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_ictr_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnat_cd,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnat_gn_zs,Adjusted savings,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_cd,Adjusted net national income (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_kd,Adjusted net national income (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_kd_zg,Adjusted net national income (annual % growth),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_pc_cd,Adjusted net national income per capita (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_pc_kd,Adjusted net national income per capita (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_nnty_pc_kd_zg,Adjusted net national income per capita (annual % growth),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_svng_cd,"Adjusted net savings, including particulate emission damage (current US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_svng_gn_zs,"Adjusted net savings, including particulate emission damage (% of GNI)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_svnx_cd,"Adjusted net savings, excluding particulate emission damage (current US$)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_adj_svnx_gn_zs,"Adjusted net savings, excluding particulate emission damage (% of GNI)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_exp_capm_kn,Exports as a capacity to import (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_defl_kd_zg,"Inflation, GDP deflator (annual %)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_defl_zs,GDP deflator (base year varies by country),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_disc_cn,Discrepancy in expenditure estimate of GDP (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_disc_kn,Discrepancy in expenditure estimate of GDP (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_fcst_cd,Gross value added at basic prices (GVA) (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_fcst_cn,Gross value added at basic prices (GVA) (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_fcst_kd,Gross value added at basic prices (GVA) (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_fcst_kn,Gross value added at basic prices (GVA) (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_cd,GDP (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_cn,GDP (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_cn_ad,GDP,World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_kd,GDP (constant 2010 US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_kd_zg,GDP growth (annual %),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_kn,GDP (constant LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_pp_cd,"GDP, PPP (current international $)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_mktp_pp_kd,"GDP, PPP (constant 2011 international $)",World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_pcap_cd,GDP per capita (current US$),World Development Indicators,The World Bank Group,2018,Economic Growth
WB_ny_gdp_pcap_cn,GDP per capita (current LCU),World Development Indicators,The World Bank Group,2018,Economic Growth
